CATCHMENT,NETWORK,YEAR,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,SEX,RACE,CUMULATIVE RATE,WEEKLY RATE
Entire Network,COVID-NET,2020-22,2022,7,75-84 yr,Overall,Overall,3371.2,27.6
Entire Network,COVID-NET,2020-22,2022,8,75-84 yr,Overall,Overall,3393.1,21.9
Entire Network,COVID-NET,2020-22,2022,9,75-84 yr,Overall,Overall,3409.7,16.6
Entire Network,COVID-NET,2020-22,2022,10,75-84 yr,Overall,Overall,3421.1,11.4
Entire Network,COVID-NET,2020-22,2022,11,75-84 yr,Overall,Overall,3432.2,11.1
Entire Network,COVID-NET,2020-22,2022,12,75-84 yr,Overall,Overall,3440.8,8.6
Entire Network,COVID-NET,2020-22,2022,13,75-84 yr,Overall,Overall,3448.5,7.7
Entire Network,COVID-NET,2020-22,2022,14,75-84 yr,Overall,Overall,3458.9,10.4
Entire Network,COVID-NET,2020-22,2022,15,75-84 yr,Overall,Overall,3473.9,15
Entire Network,COVID-NET,2020-22,2022,16,75-84 yr,Overall,Overall,3491.3,17.3
Entire Network,COVID-NET,2020-22,2022,17,75-84 yr,Overall,Overall,3514.4,23.1
Entire Network,COVID-NET,2020-22,2022,18,75-84 yr,Overall,Overall,3543.3,28.9
Entire Network,COVID-NET,2020-22,2022,19,75-84 yr,Overall,Overall,3577.4,34
Entire Network,COVID-NET,2020-22,2022,20,75-84 yr,Overall,Overall,3611,33.6
Entire Network,COVID-NET,2020-22,2022,21,75-84 yr,Overall,Overall,3645,34
Entire Network,COVID-NET,2020-22,2022,22,75-84 yr,Overall,Overall,3696.4,34.7
Entire Network,COVID-NET,2020-22,2022,23,75-84 yr,Overall,Overall,3732.3,35.9
Entire Network,COVID-NET,2020-22,2022,24,75-84 yr,Overall,Overall,3766.1,33.8
Entire Network,COVID-NET,2020-22,2022,25,75-84 yr,Overall,Overall,3803.7,37.6
Entire Network,COVID-NET,2020-22,2022,26,75-84 yr,Overall,Overall,3839.5,35.8
Entire Network,COVID-NET,2020-22,2022,27,75-84 yr,Overall,Overall,3879.5,40
Entire Network,COVID-NET,2020-22,2022,28,75-84 yr,Overall,Overall,3921.1,41.6
Entire Network,COVID-NET,2020-22,2022,29,75-84 yr,Overall,Overall,3964.5,43.4
Entire Network,COVID-NET,2020-22,2022,30,75-84 yr,Overall,Overall,4007.4,42.9
Entire Network,COVID-NET,2020-22,2022,31,75-84 yr,Overall,Overall,4052.4,45
Entire Network,COVID-NET,2020-22,2022,32,75-84 yr,Overall,Overall,4096.2,43.8
Entire Network,COVID-NET,2020-22,2022,33,75-84 yr,Overall,Overall,4135,38.9
Entire Network,COVID-NET,2020-22,2022,34,75-84 yr,Overall,Overall,4172.8,37.7
Entire Network,COVID-NET,2020-22,2022,35,75-84 yr,Overall,Overall,4208.7,35.9
Entire Network,COVID-NET,2020-22,2022,36,75-84 yr,Overall,Overall,4242.1,33.4
Entire Network,COVID-NET,2020-22,2022,37,75-84 yr,Overall,Overall,4273.7,31.6
Entire Network,COVID-NET,2020-22,2022,38,75-84 yr,Overall,Overall,4305,31.3
Entire Network,COVID-NET,2020-22,2022,39,75-84 yr,Overall,Overall,4333.3,28.3
Entire Network,COVID-NET,2020-22,2022,40,75-84 yr,Overall,Overall,4365.1,31.8
Entire Network,COVID-NET,2020-22,2022,41,75-84 yr,Overall,Overall,4399.1,34
Entire Network,COVID-NET,2020-22,2022,42,75-84 yr,Overall,Overall,4432,32.8
Entire Network,COVID-NET,2020-22,2022,43,75-84 yr,Overall,Overall,4467.6,35.6
Entire Network,COVID-NET,2020-22,2022,44,75-84 yr,Overall,Overall,4500.9,33.3
Entire Network,COVID-NET,2020-22,2022,45,75-84 yr,Overall,Overall,4536.2,35.3
Entire Network,COVID-NET,2020-22,2022,46,75-84 yr,Overall,Overall,4574.4,38.2
Entire Network,COVID-NET,2020-22,2022,47,75-84 yr,Overall,Overall,4616.9,42.6
Entire Network,COVID-NET,2020-22,2022,48,75-84 yr,Overall,Overall,4662.9,46
Entire Network,COVID-NET,2020-22,2022,49,75-84 yr,Overall,Overall,4710.5,47.6
Entire Network,COVID-NET,2020-22,2022,50,75-84 yr,Overall,Overall,4756.2,45.7
Entire Network,COVID-NET,2020-22,2022,51,75-84 yr,Overall,Overall,4803.7,47.5
Entire Network,COVID-NET,2020-22,2022,52,75-84 yr,Overall,Overall,4850.7,47.1
Entire Network,COVID-NET,2020-22,2023,1,75-84 yr,Overall,Overall,4879.9,29.1
Entire Network,COVID-NET,2020-22,2023,2,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,3,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,4,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,5,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,6,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,7,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,8,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,9,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,10,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,11,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,12,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,13,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,14,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,15,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,16,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,17,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,18,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,19,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,20,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,21,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,22,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,23,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,24,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,25,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,26,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,27,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,28,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,29,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,30,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,31,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,32,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,33,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,34,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,35,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,36,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,37,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,38,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,39,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,40,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,41,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,42,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,43,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,44,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,45,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,46,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,47,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,48,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,49,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,50,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,51,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,52,75-84 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2022,1,85+,Overall,Overall,4250.1,166.3
Entire Network,COVID-NET,2020-22,2022,2,85+,Overall,Overall,4431.2,181.1
Entire Network,COVID-NET,2020-22,2022,3,85+,Overall,Overall,4587,155.8
Entire Network,COVID-NET,2020-22,2022,4,85+,Overall,Overall,4707,120
Entire Network,COVID-NET,2020-22,2022,5,85+,Overall,Overall,4797.9,90.9
Entire Network,COVID-NET,2020-22,2022,6,85+,Overall,Overall,4863.7,65.8
Entire Network,COVID-NET,2020-22,2022,7,85+,Overall,Overall,4907.4,43.7
Entire Network,COVID-NET,2020-22,2022,8,85+,Overall,Overall,4947.4,39.9
Entire Network,COVID-NET,2020-22,2022,9,85+,Overall,Overall,4976.6,29.3
Entire Network,COVID-NET,2020-22,2022,10,85+,Overall,Overall,4999.9,23.2
Entire Network,COVID-NET,2020-22,2022,11,85+,Overall,Overall,5018.3,18.4
Entire Network,COVID-NET,2020-22,2022,12,85+,Overall,Overall,5033.6,15.3
Entire Network,COVID-NET,2020-22,2022,13,85+,Overall,Overall,5048.4,14.8
Entire Network,COVID-NET,2020-22,2022,14,85+,Overall,Overall,5071.7,23.2
Entire Network,COVID-NET,2020-22,2022,15,85+,Overall,Overall,5098.2,26.5
Entire Network,COVID-NET,2020-22,2022,16,85+,Overall,Overall,5136.3,38.1
Entire Network,COVID-NET,2020-22,2022,17,85+,Overall,Overall,5181.9,45.6
Entire Network,COVID-NET,2020-22,2022,18,85+,Overall,Overall,5240.6,58.7
Entire Network,COVID-NET,2020-22,2022,19,85+,Overall,Overall,5308.1,67.5
Entire Network,COVID-NET,2020-22,2022,20,85+,Overall,Overall,5379.2,71.1
Entire Network,COVID-NET,2020-22,2022,21,85+,Overall,Overall,5447,67.8
Entire Network,COVID-NET,2020-22,2022,22,85+,Overall,Overall,5539.9,64.6
Entire Network,COVID-NET,2020-22,2022,23,85+,Overall,Overall,5598.9,59
Entire Network,COVID-NET,2020-22,2022,24,85+,Overall,Overall,5664.6,65.8
Entire Network,COVID-NET,2020-22,2022,25,85+,Overall,Overall,5737.2,72.5
Entire Network,COVID-NET,2020-22,2022,26,85+,Overall,Overall,5810.5,73.4
Entire Network,COVID-NET,2020-22,2022,27,85+,Overall,Overall,5887.7,77.2
Entire Network,COVID-NET,2020-22,2022,28,85+,Overall,Overall,5961.5,73.7
Entire Network,COVID-NET,2020-22,2022,29,85+,Overall,Overall,6045.6,84.1
Entire Network,COVID-NET,2020-22,2022,30,85+,Overall,Overall,6125.7,80.1
Entire Network,COVID-NET,2020-22,2022,31,85+,Overall,Overall,6209.6,83.9
Entire Network,COVID-NET,2020-22,2022,32,85+,Overall,Overall,6277.1,67.5
Entire Network,COVID-NET,2020-22,2022,33,85+,Overall,Overall,6343.1,65.9
Entire Network,COVID-NET,2020-22,2022,34,85+,Overall,Overall,6414.4,71.3
Entire Network,COVID-NET,2020-22,2022,35,85+,Overall,Overall,6475.7,61.3
Entire Network,COVID-NET,2020-22,2022,36,85+,Overall,Overall,6540,64.4
Entire Network,COVID-NET,2020-22,2022,37,85+,Overall,Overall,6596.3,56.2
Entire Network,COVID-NET,2020-22,2022,38,85+,Overall,Overall,6653.7,57.5
Entire Network,COVID-NET,2020-22,2022,39,85+,Overall,Overall,6710.9,57.1
Entire Network,COVID-NET,2020-22,2022,40,85+,Overall,Overall,6769.9,59
Entire Network,COVID-NET,2020-22,2022,41,85+,Overall,Overall,6832,62.1
Entire Network,COVID-NET,2020-22,2022,42,85+,Overall,Overall,6900.5,68.5
Entire Network,COVID-NET,2020-22,2022,43,85+,Overall,Overall,6966.1,65.6
Entire Network,COVID-NET,2020-22,2022,44,85+,Overall,Overall,7037.6,71.5
Entire Network,COVID-NET,2020-22,2022,45,85+,Overall,Overall,7109.1,71.5
Entire Network,COVID-NET,2020-22,2022,46,85+,Overall,Overall,7176.9,67.8
Entire Network,COVID-NET,2020-22,2022,47,85+,Overall,Overall,7246.9,69.9
Entire Network,COVID-NET,2020-22,2022,48,85+,Overall,Overall,7340.1,93.3
Entire Network,COVID-NET,2020-22,2022,49,85+,Overall,Overall,7431.7,91.6
Entire Network,COVID-NET,2020-22,2022,50,85+,Overall,Overall,7517,85.3
Entire Network,COVID-NET,2020-22,2022,51,85+,Overall,Overall,7607.2,90.2
Entire Network,COVID-NET,2020-22,2022,52,85+,Overall,Overall,7703.6,96.4
Entire Network,COVID-NET,2020-22,2023,1,85+,Overall,Overall,7769.7,66.1
Entire Network,COVID-NET,2020-22,2023,2,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,3,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,4,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,5,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,6,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,7,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,8,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,9,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,10,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,11,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,12,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,13,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,14,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,15,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,16,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,17,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,18,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,19,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,20,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,21,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,22,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,23,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,24,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,25,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,26,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,27,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,28,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,29,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,30,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,31,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,32,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,33,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,34,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,35,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,36,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,37,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,38,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,39,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,40,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,41,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,42,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,43,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,44,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,45,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,46,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,47,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,48,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,49,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,50,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,51,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,52,85+,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2022,1,18-29 yr,Overall,Overall,368.8,20.3
Entire Network,COVID-NET,2020-22,2022,2,18-29 yr,Overall,Overall,387.2,18.5
Entire Network,COVID-NET,2020-22,2022,3,18-29 yr,Overall,Overall,402.1,14.9
Entire Network,COVID-NET,2020-22,2022,4,18-29 yr,Overall,Overall,412.2,10.1
Entire Network,COVID-NET,2020-22,2022,5,18-29 yr,Overall,Overall,419.4,7.2
Entire Network,COVID-NET,2020-22,2022,6,18-29 yr,Overall,Overall,425.1,5.7
Entire Network,COVID-NET,2020-22,2022,7,18-29 yr,Overall,Overall,428.7,3.6
Entire Network,COVID-NET,2020-22,2022,8,18-29 yr,Overall,Overall,431.8,3.2
Entire Network,COVID-NET,2020-22,2022,9,18-29 yr,Overall,Overall,434,2.2
Entire Network,COVID-NET,2020-22,2022,10,18-29 yr,Overall,Overall,435.7,1.7
Entire Network,COVID-NET,2020-22,2022,11,18-29 yr,Overall,Overall,437.1,1.4
Entire Network,COVID-NET,2020-22,2022,12,18-29 yr,Overall,Overall,438.5,1.4
Entire Network,COVID-NET,2020-22,2022,13,18-29 yr,Overall,Overall,439.5,1.1
Entire Network,COVID-NET,2020-22,2022,14,18-29 yr,Overall,Overall,441,1.4
Entire Network,COVID-NET,2020-22,2022,15,18-29 yr,Overall,Overall,442.5,1.5
Entire Network,COVID-NET,2020-22,2022,16,18-29 yr,Overall,Overall,443.9,1.4
Entire Network,COVID-NET,2020-22,2022,17,18-29 yr,Overall,Overall,446,2.1
Entire Network,COVID-NET,2020-22,2022,18,18-29 yr,Overall,Overall,448.5,2.5
Entire Network,COVID-NET,2020-22,2022,19,18-29 yr,Overall,Overall,451.3,2.8
Entire Network,COVID-NET,2020-22,2022,20,18-29 yr,Overall,Overall,455,3.7
Entire Network,COVID-NET,2020-22,2022,21,18-29 yr,Overall,Overall,458.1,3.1
Entire Network,COVID-NET,2020-22,2022,22,18-29 yr,Overall,Overall,463.7,3.2
Entire Network,COVID-NET,2020-22,2022,23,18-29 yr,Overall,Overall,466.9,3.1
Entire Network,COVID-NET,2020-22,2022,24,18-29 yr,Overall,Overall,469.9,3
Entire Network,COVID-NET,2020-22,2022,25,18-29 yr,Overall,Overall,473.3,3.4
Entire Network,COVID-NET,2020-22,2022,26,18-29 yr,Overall,Overall,477.1,3.8
Entire Network,COVID-NET,2020-22,2022,27,18-29 yr,Overall,Overall,481,3.8
Entire Network,COVID-NET,2020-22,2022,28,18-29 yr,Overall,Overall,485.5,4.5
Entire Network,COVID-NET,2020-22,2022,29,18-29 yr,Overall,Overall,489.6,4.1
Entire Network,COVID-NET,2020-22,2022,30,18-29 yr,Overall,Overall,494.1,4.5
Entire Network,COVID-NET,2020-22,2022,31,18-29 yr,Overall,Overall,498.4,4.3
Entire Network,COVID-NET,2020-22,2022,32,18-29 yr,Overall,Overall,502.5,4.1
Entire Network,COVID-NET,2020-22,2022,33,18-29 yr,Overall,Overall,507,4.5
Entire Network,COVID-NET,2020-22,2022,34,18-29 yr,Overall,Overall,510.6,3.5
Entire Network,COVID-NET,2020-22,2022,35,18-29 yr,Overall,Overall,513.5,2.9
Entire Network,COVID-NET,2020-22,2022,36,18-29 yr,Overall,Overall,516.4,2.9
Entire Network,COVID-NET,2020-22,2022,37,18-29 yr,Overall,Overall,518.7,2.3
Entire Network,COVID-NET,2020-22,2022,38,18-29 yr,Overall,Overall,521.2,2.5
Entire Network,COVID-NET,2020-22,2022,39,18-29 yr,Overall,Overall,523.4,2.2
Entire Network,COVID-NET,2020-22,2022,40,18-29 yr,Overall,Overall,525.7,2.2
Entire Network,COVID-NET,2020-22,2022,41,18-29 yr,Overall,Overall,527.5,1.8
Entire Network,COVID-NET,2020-22,2022,42,18-29 yr,Overall,Overall,529.2,1.7
Entire Network,COVID-NET,2020-22,2022,43,18-29 yr,Overall,Overall,530.8,1.6
Entire Network,COVID-NET,2020-22,2022,44,18-29 yr,Overall,Overall,533,2.2
Entire Network,COVID-NET,2020-22,2022,45,18-29 yr,Overall,Overall,534.8,1.9
Entire Network,COVID-NET,2020-22,2022,46,18-29 yr,Overall,Overall,536.9,2.1
Entire Network,COVID-NET,2020-22,2022,47,18-29 yr,Overall,Overall,539.1,2.3
Entire Network,COVID-NET,2020-22,2022,48,18-29 yr,Overall,Overall,542.2,3
Entire Network,COVID-NET,2020-22,2022,49,18-29 yr,Overall,Overall,544.6,2.5
Entire Network,COVID-NET,2020-22,2022,50,18-29 yr,Overall,Overall,547.6,3
Entire Network,COVID-NET,2020-22,2022,51,18-29 yr,Overall,Overall,550,2.4
Entire Network,COVID-NET,2020-22,2022,52,18-29 yr,Overall,Overall,553.1,3.1
Entire Network,COVID-NET,2020-22,2023,1,18-29 yr,Overall,Overall,554.9,1.9
Entire Network,COVID-NET,2020-22,2023,2,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,3,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,4,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,5,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,6,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,7,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,8,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,9,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,10,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,11,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,12,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,13,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,14,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,15,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,16,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,17,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,18,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,19,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,20,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,21,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,22,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,23,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,24,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,25,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,26,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,27,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,28,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,29,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,30,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,31,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,32,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,33,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,34,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,35,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,36,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,37,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,38,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,39,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,40,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,41,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,42,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,43,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,44,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,45,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,46,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,47,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,48,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,49,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,50,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,51,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,52,18-29 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2022,1,30-39 yr,Overall,Overall,574,25.9
Entire Network,COVID-NET,2020-22,2022,2,30-39 yr,Overall,Overall,595.8,21.9
Entire Network,COVID-NET,2020-22,2022,3,30-39 yr,Overall,Overall,613.3,17.4
Entire Network,COVID-NET,2020-22,2022,4,30-39 yr,Overall,Overall,627,13.8
Entire Network,COVID-NET,2020-22,2022,5,30-39 yr,Overall,Overall,636.7,9.7
Entire Network,COVID-NET,2020-22,2022,6,30-39 yr,Overall,Overall,644,7.3
Entire Network,COVID-NET,2020-22,2022,7,30-39 yr,Overall,Overall,649.2,5.2
Entire Network,COVID-NET,2020-22,2022,8,30-39 yr,Overall,Overall,652.9,3.7
Entire Network,COVID-NET,2020-22,2022,9,30-39 yr,Overall,Overall,655.8,2.8
Entire Network,COVID-NET,2020-22,2022,10,30-39 yr,Overall,Overall,657.9,2.2
Entire Network,COVID-NET,2020-22,2022,11,30-39 yr,Overall,Overall,659.9,1.9
Entire Network,COVID-NET,2020-22,2022,12,30-39 yr,Overall,Overall,661.7,1.8
Entire Network,COVID-NET,2020-22,2022,13,30-39 yr,Overall,Overall,663.2,1.5
Entire Network,COVID-NET,2020-22,2022,14,30-39 yr,Overall,Overall,664.6,1.4
Entire Network,COVID-NET,2020-22,2022,15,30-39 yr,Overall,Overall,666.6,2
Entire Network,COVID-NET,2020-22,2022,16,30-39 yr,Overall,Overall,669.1,2.5
Entire Network,COVID-NET,2020-22,2022,17,30-39 yr,Overall,Overall,671.6,2.5
Entire Network,COVID-NET,2020-22,2022,18,30-39 yr,Overall,Overall,674.9,3.3
