Año,Semana epidemiológica,virus,Subtipo Virus,Muestras positivas,,
2017,45,Influenza A,A no subtipificable,0,0,
2017,45,Influenza A,A no subtipificado,0,0,
2017,45,Influenza A,A(H1),0,0,
2017,45,Influenza A,A(H1N1)pdm09,0,0,
2017,45,Influenza A,A(H3),2,0,
2017,45,,Adenovirus,1,0,
2017,45,,Bocavirus,0,0,
2017,45,COVID,Coronavirus,0,0,
2017,45,,Metapneumovirus,1,0,
2017,45,,Otros,1,0,
2017,45,,Parainfluenza,2,0,
2017,45,Influenza B,Positivo influenza  B,8,0,
2017,45,,Rinovirus,0,0,
2017,45,VRS,VRS,1,0,
2017,46,Influenza A,A no subtipificable,0,0,
2017,46,Influenza A,A no subtipificado,0,0,
2017,46,Influenza A,A(H1),0,0,
2017,46,Influenza A,A(H1N1)pdm09,0,0,
2017,46,Influenza A,A(H3),3,0,
2017,46,,Adenovirus,2,0,
2017,46,,Bocavirus,0,0,
2017,46,COVID,Coronavirus,0,0,
2017,46,,Metapneumovirus,3,0,
2017,46,,Otros,0,0,
2017,46,,Parainfluenza,4,0,
2017,46,Influenza B,Positivo influenza  B,10,0,
2017,46,,Rinovirus,0,0,
2017,46,VRS,VRS,3,0,
2017,47,Influenza A,A no subtipificable,0,0,
2017,47,Influenza A,A no subtipificado,0,0,
2017,47,Influenza A,A(H1),0,0,
2017,47,Influenza A,A(H1N1)pdm09,0,0,
2017,47,Influenza A,A(H3),1,0,
2017,47,,Adenovirus,1,0,
2017,47,,Bocavirus,0,0,
2017,47,COVID,Coronavirus,0,0,
2017,47,,Metapneumovirus,4,0,
2017,47,,Otros,0,0,
2017,47,,Parainfluenza,4,0,
2017,47,Influenza B,Positivo influenza  B,2,0,
2017,47,,Rinovirus,2,0,
2017,47,VRS,VRS,1,0,
2017,48,Influenza A,A no subtipificable,0,0,
2017,48,Influenza A,A no subtipificado,0,0,
2017,48,Influenza A,A(H1),0,0,
2017,48,Influenza A,A(H1N1)pdm09,0,0,
2017,48,Influenza A,A(H3),2,0,
2017,48,,Adenovirus,2,0,
2017,48,,Bocavirus,0,0,
2017,48,COVID,Coronavirus,0,0,
2017,48,,Metapneumovirus,2,0,
2017,48,,Otros,0,0,
2017,48,,Parainfluenza,5,0,
2017,48,Influenza B,Positivo influenza  B,8,0,
2017,48,,Rinovirus,4,0,
2017,48,VRS,VRS,3,0,
2017,49,Influenza A,A no subtipificable,0,0,
2017,49,Influenza A,A no subtipificado,0,0,
2017,49,Influenza A,A(H1),0,0,
2017,49,Influenza A,A(H1N1)pdm09,0,0,
2017,49,Influenza A,A(H3),0,0,
2017,49,,Adenovirus,1,0,
2017,49,,Bocavirus,0,0,
2017,49,COVID,Coronavirus,0,0,
2017,49,,Metapneumovirus,2,0,
2017,49,,Otros,0,0,
2017,49,,Parainfluenza,5,0,
2017,49,Influenza B,Positivo influenza  B,3,0,
2017,49,,Rinovirus,5,0,
2017,49,VRS,VRS,1,0,
2017,50,Influenza A,A no subtipificable,0,0,
2017,50,Influenza A,A no subtipificado,0,0,
2017,50,Influenza A,A(H1),0,0,
2017,50,Influenza A,A(H1N1)pdm09,0,0,
2017,50,Influenza A,A(H3),1,0,
2017,50,,Adenovirus,3,0,
2017,50,,Bocavirus,0,0,
2017,50,COVID,Coronavirus,0,0,
2017,50,,Metapneumovirus,3,0,
2017,50,,Otros,0,0,
2017,50,,Parainfluenza,4,0,
2017,50,Influenza B,Positivo influenza  B,2,0,
2017,50,,Rinovirus,4,0,
2017,50,VRS,VRS,2,0,
2017,51,Influenza A,A no subtipificable,0,0,
2017,51,Influenza A,A no subtipificado,0,0,
2017,51,Influenza A,A(H1),0,0,
2017,51,Influenza A,A(H1N1)pdm09,0,0,
2017,51,Influenza A,A(H3),2,0,
2017,51,,Adenovirus,1,0,
2017,51,,Bocavirus,0,0,
2017,51,COVID,Coronavirus,1,0,
2017,51,,Metapneumovirus,2,0,
2017,51,,Otros,0,0,
2017,51,,Parainfluenza,5,0,
2017,51,Influenza B,Positivo influenza  B,1,0,
2017,51,,Rinovirus,2,0,
2017,51,VRS,VRS,1,0,
2017,52,Influenza A,A no subtipificable,0,0,
2017,52,Influenza A,A no subtipificado,0,0,
2017,52,Influenza A,A(H1),0,0,
2017,52,Influenza A,A(H1N1)pdm09,0,0,
2017,52,Influenza A,A(H3),1,0,
2017,52,,Adenovirus,1,0,
2017,52,,Bocavirus,0,0,
2017,52,COVID,Coronavirus,0,0,
2017,52,,Metapneumovirus,1,0,
2017,52,,Otros,0,0,
2017,52,,Parainfluenza,2,0,
2017,52,Influenza B,Positivo influenza  B,1,0,
2017,52,,Rinovirus,1,0,
2017,52,VRS,VRS,0,0,
2018,1,Influenza A,A no subtipificable,0,0,
2018,1,Influenza A,A no subtipificado,0,0,
2018,1,Influenza A,A(H1),0,0,
2018,1,Influenza A,A(H1N1)pdm09,0,0,
2018,1,Influenza A,A(H3),1,0,
2018,1,,Adenovirus,2,0,
2018,1,,Bocavirus,0,0,
2018,1,COVID,Coronavirus,0,0,
2018,1,,Metapneumovirus,0,0,
2018,1,,Otros,0,0,
2018,1,,Parainfluenza,2,0,
2018,1,Influenza B,Positivo influenza  B,2,0,
2018,1,,Rinovirus,0,0,
2018,1,VRS,VRS,2,0,
2018,2,Influenza A,A no subtipificable,0,0,
2018,2,Influenza A,A no subtipificado,0,0,
2018,2,Influenza A,A(H1),0,0,
2018,2,Influenza A,A(H1N1)pdm09,0,0,
2018,2,Influenza A,A(H3),0,0,
2018,2,,Adenovirus,2,0,
2018,2,,Bocavirus,0,0,
2018,2,COVID,Coronavirus,0,0,
2018,2,,Metapneumovirus,0,0,
2018,2,,Otros,0,0,
2018,2,,Parainfluenza,1,0,
2018,2,Influenza B,Positivo influenza  B,4,0,
2018,2,,Rinovirus,0,0,
2018,2,VRS,VRS,1,0,
2018,3,Influenza A,A no subtipificable,0,0,
2018,3,Influenza A,A no subtipificado,0,0,
2018,3,Influenza A,A(H1),0,0,
2018,3,Influenza A,A(H1N1)pdm09,1,0,
2018,3,Influenza A,A(H3),0,0,
2018,3,,Adenovirus,1,0,
2018,3,,Bocavirus,0,0,
2018,3,COVID,Coronavirus,0,0,
2018,3,,Metapneumovirus,0,0,
2018,3,,Otros,0,0,
2018,3,,Parainfluenza,3,0,
2018,3,Influenza B,Positivo influenza  B,0,0,
2018,3,,Rinovirus,0,0,
2018,3,VRS,VRS,1,0,
2018,4,Influenza A,A no subtipificable,0,0,
2018,4,Influenza A,A no subtipificado,0,0,
2018,4,Influenza A,A(H1),0,0,
2018,4,Influenza A,A(H1N1)pdm09,0,0,
2018,4,Influenza A,A(H3),0,0,
2018,4,,Adenovirus,2,0,
2018,4,,Bocavirus,0,0,
2018,4,COVID,Coronavirus,0,0,
2018,4,,Metapneumovirus,1,0,
2018,4,,Otros,0,0,
2018,4,,Parainfluenza,1,0,
2018,4,Influenza B,Positivo influenza  B,2,0,
2018,4,,Rinovirus,2,0,
2018,4,VRS,VRS,4,0,
2018,5,Influenza A,A no subtipificable,0,0,
2018,5,Influenza A,A no subtipificado,0,0,
2018,5,Influenza A,A(H1),0,0,
2018,5,Influenza A,A(H1N1)pdm09,0,0,
2018,5,Influenza A,A(H3),1,0,
2018,5,,Adenovirus,2,0,
2018,5,,Bocavirus,0,0,
2018,5,COVID,Coronavirus,0,0,
2018,5,,Metapneumovirus,2,0,
2018,5,,Otros,0,0,
2018,5,,Parainfluenza,1,0,
2018,5,Influenza B,Positivo influenza  B,0,0,
2018,5,,Rinovirus,1,0,
2018,5,VRS,VRS,0,0,
2018,6,Influenza A,A no subtipificable,0,0,
2018,6,Influenza A,A no subtipificado,0,0,
2018,6,Influenza A,A(H1),0,0,
2018,6,Influenza A,A(H1N1)pdm09,0,0,
2018,6,Influenza A,A(H3),1,0,
2018,6,,Adenovirus,0,0,
2018,6,,Bocavirus,0,0,
2018,6,COVID,Coronavirus,0,0,
2018,6,,Metapneumovirus,0,0,
2018,6,,Otros,0,0,
2018,6,,Parainfluenza,0,0,
2018,6,Influenza B,Positivo influenza  B,0,0,
2018,6,,Rinovirus,3,0,
2018,6,VRS,VRS,0,0,
2018,7,Influenza A,A no subtipificable,0,0,
2018,7,Influenza A,A no subtipificado,0,0,
2018,7,Influenza A,A(H1),0,0,
2018,7,Influenza A,A(H1N1)pdm09,0,0,
2018,7,Influenza A,A(H3),0,0,
2018,7,,Adenovirus,0,0,
2018,7,,Bocavirus,0,0,
2018,7,COVID,Coronavirus,0,0,
2018,7,,Metapneumovirus,0,0,
2018,7,,Otros,0,0,
2018,7,,Parainfluenza,2,0,
2018,7,Influenza B,Positivo influenza  B,0,0,
2018,7,,Rinovirus,1,0,
2018,7,VRS,VRS,1,0,
2018,8,Influenza A,A no subtipificable,0,0,
2018,8,Influenza A,A no subtipificado,0,0,
2018,8,Influenza A,A(H1),0,0,
2018,8,Influenza A,A(H1N1)pdm09,0,0,
2018,8,Influenza A,A(H3),0,0,
2018,8,,Adenovirus,0,0,
2018,8,,Bocavirus,0,0,
2018,8,COVID,Coronavirus,0,0,
2018,8,,Metapneumovirus,0,0,
2018,8,,Otros,0,0,
2018,8,,Parainfluenza,2,0,
2018,8,Influenza B,Positivo influenza  B,0,0,
2018,8,,Rinovirus,0,0,
2018,8,VRS,VRS,0,0,
2018,9,Influenza A,A no subtipificable,0,0,
2018,9,Influenza A,A no subtipificado,0,0,
2018,9,Influenza A,A(H1),0,0,
2018,9,Influenza A,A(H1N1)pdm09,0,0,
2018,9,Influenza A,A(H3),1,0,
2018,9,,Adenovirus,0,0,
2018,9,,Bocavirus,0,0,
2018,9,COVID,Coronavirus,0,0,
2018,9,,Metapneumovirus,0,0,
2018,9,,Otros,0,0,
2018,9,,Parainfluenza,1,0,
2018,9,Influenza B,Positivo influenza  B,0,0,
2018,9,,Rinovirus,0,0,
2018,9,VRS,VRS,1,0,
2018,10,Influenza A,A no subtipificable,0,0,
2018,10,Influenza A,A no subtipificado,0,0,
2018,10,Influenza A,A(H1),0,0,
2018,10,Influenza A,A(H1N1)pdm09,0,0,
2018,10,Influenza A,A(H3),1,0,
2018,10,,Adenovirus,0,0,
2018,10,,Bocavirus,0,0,
2018,10,COVID,Coronavirus,0,0,
2018,10,,Metapneumovirus,0,0,
2018,10,,Otros,0,0,
2018,10,,Parainfluenza,0,0,
2018,10,Influenza B,Positivo influenza  B,0,0,
2018,10,,Rinovirus,0,0,
2018,10,VRS,VRS,0,0,
2018,11,Influenza A,A no subtipificable,0,0,
2018,11,Influenza A,A no subtipificado,0,0,
2018,11,Influenza A,A(H1),0,0,
2018,11,Influenza A,A(H1N1)pdm09,0,0,
2018,11,Influenza A,A(H3),3,0,
2018,11,,Adenovirus,0,0,
2018,11,,Bocavirus,0,0,
2018,11,COVID,Coronavirus,0,0,
2018,11,,Metapneumovirus,0,0,
2018,11,,Otros,0,0,
2018,11,,Parainfluenza,2,0,
2018,11,Influenza B,Positivo influenza  B,0,0,
2018,11,,Rinovirus,2,0,
2018,11,VRS,VRS,2,0,
2018,12,Influenza A,A no subtipificable,0,0,
2018,12,Influenza A,A no subtipificado,0,0,
2018,12,Influenza A,A(H1),0,0,
2018,12,Influenza A,A(H1N1)pdm09,0,0,
2018,12,Influenza A,A(H3),1,0,
2018,12,,Adenovirus,0,0,
2018,12,,Bocavirus,0,0,
2018,12,COVID,Coronavirus,0,0,
2018,12,,Metapneumovirus,0,0,
2018,12,,Otros,1,0,
2018,12,,Parainfluenza,1,0,
2018,12,Influenza B,Positivo influenza  B,0,0,
2018,12,,Rinovirus,1,0,
2018,12,VRS,VRS,1,0,
2018,13,Influenza A,A no subtipificable,0,0,
2018,13,Influenza A,A no subtipificado,0,0,
2018,13,Influenza A,A(H1),0,0,
2018,13,Influenza A,A(H1N1)pdm09,0,0,
2018,13,Influenza A,A(H3),3,0,
2018,13,,Adenovirus,0,0,
2018,13,,Bocavirus,0,0,
2018,13,COVID,Coronavirus,0,0,
2018,13,,Metapneumovirus,0,0,
2018,13,,Otros,0,0,
2018,13,,Parainfluenza,0,0,
2018,13,Influenza B,Positivo influenza  B,0,0,
2018,13,,Rinovirus,0,0,
2018,13,VRS,VRS,2,0,
2018,14,Influenza A,A no subtipificable,0,0,
2018,14,Influenza A,A no subtipificado,0,0,
2018,14,Influenza A,A(H1),0,0,
2018,14,Influenza A,A(H1N1)pdm09,0,0,
2018,14,Influenza A,A(H3),0,0,
2018,14,,Adenovirus,1,0,
2018,14,,Bocavirus,0,0,
2018,14,COVID,Coronavirus,0,0,
2018,14,,Metapneumovirus,0,0,
2018,14,,Otros,0,0,
2018,14,,Parainfluenza,2,0,
2018,14,Influenza B,Positivo influenza  B,0,0,
2018,14,,Rinovirus,3,0,
2018,14,VRS,VRS,2,0,
2018,15,Influenza A,A no subtipificable,0,0,
2018,15,Influenza A,A no subtipificado,1,0,
2018,15,Influenza A,A(H1),0,0,
2018,15,Influenza A,A(H1N1)pdm09,1,0,
2018,15,Influenza A,A(H3),0,0,
2018,15,,Adenovirus,1,0,
2018,15,,Bocavirus,0,0,
2018,15,COVID,Coronavirus,0,0,
2018,15,,Metapneumovirus,1,0,
2018,15,,Otros,0,0,
2018,15,,Parainfluenza,3,0,
2018,15,Influenza B,Positivo influenza  B,1,0,
2018,15,,Rinovirus,4,0,
2018,15,VRS,VRS,3,0,
2018,16,Influenza A,A no subtipificable,0,0,
2018,16,Influenza A,A no subtipificado,0,0,
2018,16,Influenza A,A(H1),0,0,
2018,16,Influenza A,A(H1N1)pdm09,0,0,
2018,16,Influenza A,A(H3),1,0,
2018,16,,Adenovirus,7,0,
2018,16,,Bocavirus,0,0,
2018,16,COVID,Coronavirus,0,0,
2018,16,,Metapneumovirus,3,0,
2018,16,,Otros,0,0,
2018,16,,Parainfluenza,4,0,
2018,16,Influenza B,Positivo influenza  B,0,0,
2018,16,,Rinovirus,3,0,
2018,16,VRS,VRS,9,0,
2018,17,Influenza A,A no subtipificable,0,0,
2018,17,Influenza A,A no subtipificado,0,0,
2018,17,Influenza A,A(H1),0,0,
2018,17,Influenza A,A(H1N1)pdm09,0,0,
2018,17,Influenza A,A(H3),4,0,
2018,17,,Adenovirus,2,0,
2018,17,,Bocavirus,0,0,
2018,17,COVID,Coronavirus,0,0,
2018,17,,Metapneumovirus,2,0,
2018,17,,Otros,0,0,
2018,17,,Parainfluenza,4,0,
2018,17,Influenza B,Positivo influenza  B,0,0,
2018,17,,Rinovirus,4,0,
2018,17,VRS,VRS,12,0,
2018,18,Influenza A,A no subtipificable,0,0,
2018,18,Influenza A,A no subtipificado,1,0,
2018,18,Influenza A,A(H1),0,0,
2018,18,Influenza A,A(H1N1)pdm09,0,0,
2018,18,Influenza A,A(H3),0,0,
2018,18,,Adenovirus,3,0,
2018,18,,Bocavirus,0,0,
2018,18,COVID,Coronavirus,1,0,
2018,18,,Metapneumovirus,2,0,
2018,18,,Otros,0,0,
2018,18,,Parainfluenza,5,0,
2018,18,Influenza B,Positivo influenza  B,0,0,
2018,18,,Rinovirus,4,0,
2018,18,VRS,VRS,16,0,
2018,19,Influenza A,A no subtipificable,0,0,
2018,19,Influenza A,A no subtipificado,0,0,
2018,19,Influenza A,A(H1),0,0,
2018,19,Influenza A,A(H1N1)pdm09,0,0,
2018,19,Influenza A,A(H3),5,0,
2018,19,,Adenovirus,4,0,
2018,19,,Bocavirus,0,0,
2018,19,COVID,Coronavirus,0,0,
2018,19,,Metapneumovirus,1,0,
2018,19,,Otros,0,0,
2018,19,,Parainfluenza,7,0,
2018,19,Influenza B,Positivo influenza  B,1,0,
2018,19,,Rinovirus,2,0,
2018,19,VRS,VRS,19,0,
2018,20,Influenza A,A no subtipificable,0,0,
2018,20,Influenza A,A no subtipificado,0,0,
2018,20,Influenza A,A(H1),0,0,
2018,20,Influenza A,A(H1N1)pdm09,0,0,
2018,20,Influenza A,A(H3),8,0,
2018,20,,Adenovirus,2,0,
2018,20,,Bocavirus,1,0,
2018,20,COVID,Coronavirus,0,0,
2018,20,,Metapneumovirus,5,0,
2018,20,,Otros,0,0,
2018,20,,Parainfluenza,7,0,
2018,20,Influenza B,Positivo influenza  B,1,0,
2018,20,,Rinovirus,2,0,
2018,20,VRS,VRS,32,0,
2018,21,Influenza A,A no subtipificable,0,0,
2018,21,Influenza A,A no subtipificado,0,0,
2018,21,Influenza A,A(H1),0,0,
2018,21,Influenza A,A(H1N1)pdm09,1,0,
2018,21,Influenza A,A(H3),14,0,
2018,21,,Adenovirus,4,0,
2018,21,,Bocavirus,0,0,
2018,21,COVID,Coronavirus,0,0,
2018,21,,Metapneumovirus,2,0,
2018,21,,Otros,0,0,
2018,21,,Parainfluenza,11,0,
2018,21,Influenza B,Positivo influenza  B,0,0,
2018,21,,Rinovirus,4,0,
2018,21,VRS,VRS,45,0,
2018,22,Influenza A,A no subtipificable,0,0,
2018,22,Influenza A,A no subtipificado,0,0,
2018,22,Influenza A,A(H1),0,0,
2018,22,Influenza A,A(H1N1)pdm09,0,0,
2018,22,Influenza A,A(H3),12,0,
2018,22,,Adenovirus,3,0,
2018,22,,Bocavirus,0,0,
2018,22,COVID,Coronavirus,0,0,
2018,22,,Metapneumovirus,2,0,
2018,22,,Otros,0,0,
2018,22,,Parainfluenza,11,0,
2018,22,Influenza B,Positivo influenza  B,0,0,
2018,22,,Rinovirus,1,0,
2018,22,VRS,VRS,63,0,
2018,23,Influenza A,A no subtipificable,0,0,
2018,23,Influenza A,A no subtipificado,0,0,
2018,23,Influenza A,A(H1),0,0,
2018,23,Influenza A,A(H1N1)pdm09,0,0,
2018,23,Influenza A,A(H3),9,0,
2018,23,,Adenovirus,1,0,
2018,23,,Bocavirus,0,0,
2018,23,COVID,Coronavirus,0,0,
2018,23,,Metapneumovirus,0,0,
2018,23,,Otros,0,0,
2018,23,,Parainfluenza,10,0,
2018,23,Influenza B,Positivo influenza  B,1,0,
2018,23,,Rinovirus,1,0,
2018,23,VRS,VRS,75,0,
2018,24,Influenza A,A no subtipificable,0,0,
2018,24,Influenza A,A no subtipificado,2,0,
2018,24,Influenza A,A(H1),0,0,
2018,24,Influenza A,A(H1N1)pdm09,0,0,
2018,24,Influenza A,A(H3),16,0,
2018,24,,Adenovirus,3,0,
2018,24,,Bocavirus,1,0,
2018,24,COVID,Coronavirus,0,0,
2018,24,,Metapneumovirus,3,0,
2018,24,,Otros,0,0,
2018,24,,Parainfluenza,9,0,
2018,24,Influenza B,Positivo influenza  B,0,0,
2018,24,,Rinovirus,3,0,
2018,24,VRS,VRS,79,0,
2018,25,Influenza A,A no subtipificable,0,0,
2018,25,Influenza A,A no subtipificado,3,0,
2018,25,Influenza A,A(H1),0,0,
2018,25,Influenza A,A(H1N1)pdm09,0,0,
2018,25,Influenza A,A(H3),18,0,
2018,25,,Adenovirus,2,0,
2018,25,,Bocavirus,1,0,
2018,25,COVID,Coronavirus,3,0,
2018,25,,Metapneumovirus,6,0,
2018,25,,Otros,0,0,
2018,25,,Parainfluenza,12,0,
2018,25,Influenza B,Positivo influenza  B,1,0,
2018,25,,Rinovirus,8,0,
2018,25,VRS,VRS,91,0,
2018,26,Influenza A,A no subtipificable,0,0,
2018,26,Influenza A,A no subtipificado,1,0,
2018,26,Influenza A,A(H1),0,0,
2018,26,Influenza A,A(H1N1)pdm09,3,0,
2018,26,Influenza A,A(H3),24,0,
2018,26,,Adenovirus,3,0,
2018,26,,Bocavirus,3,0,
2018,26,COVID,Coronavirus,4,0,
2018,26,,Metapneumovirus,5,0,
2018,26,,Otros,0,0,
2018,26,,Parainfluenza,6,0,
2018,26,Influenza B,Positivo influenza  B,1,0,
2018,26,,Rinovirus,7,0,
2018,26,VRS,VRS,90,0,
2018,27,Influenza A,A no subtipificable,0,0,
2018,27,Influenza A,A no subtipificado,10,0,
2018,27,Influenza A,A(H1),0,0,
2018,27,Influenza A,A(H1N1)pdm09,1,0,
2018,27,Influenza A,A(H3),23,0,
2018,27,,Adenovirus,3,0,
2018,27,,Bocavirus,0,0,
2018,27,COVID,Coronavirus,2,0,
2018,27,,Metapneumovirus,6,0,
2018,27,,Otros,0,0,
2018,27,,Parainfluenza,10,0,
2018,27,Influenza B,Positivo influenza  B,3,0,
2018,27,,Rinovirus,5,0,
2018,27,VRS,VRS,111,0,
2018,28,Influenza A,A no subtipificable,0,0,
2018,28,Influenza A,A no subtipificado,9,0,
2018,28,Influenza A,A(H1),0,0,
2018,28,Influenza A,A(H1N1)pdm09,1,0,
2018,28,Influenza A,A(H3),28,0,
2018,28,,Adenovirus,4,0,
2018,28,,Bocavirus,0,0,
2018,28,COVID,Coronavirus,1,0,
2018,28,,Metapneumovirus,12,0,
2018,28,,Otros,0,0,
2018,28,,Parainfluenza,5,0,
2018,28,Influenza B,Positivo influenza  B,2,0,
2018,28,,Rinovirus,8,0,
2018,28,VRS,VRS,99,0,
2018,29,Influenza A,A no subtipificable,0,0,
2018,29,Influenza A,A no subtipificado,8,0,
2018,29,Influenza A,A(H1),0,0,
2018,29,Influenza A,A(H1N1)pdm09,1,0,
2018,29,Influenza A,A(H3),39,0,
2018,29,,Adenovirus,5,0,
2018,29,,Bocavirus,1,0,
2018,29,COVID,Coronavirus,3,0,
2018,29,,Metapneumovirus,8,0,
2018,29,,Otros,0,0,
2018,29,,Parainfluenza,5,0,
2018,29,Influenza B,Positivo influenza  B,0,0,
2018,29,,Rinovirus,5,0,
2018,29,VRS,VRS,79,0,
2018,30,Influenza A,A no subtipificable,0,0,
2018,30,Influenza A,A no subtipificado,6,0,
2018,30,Influenza A,A(H1),0,0,
2018,30,Influenza A,A(H1N1)pdm09,1,0,
2018,30,Influenza A,A(H3),23,0,
2018,30,,Adenovirus,1,0,
2018,30,,Bocavirus,0,0,
2018,30,COVID,Coronavirus,3,0,
2018,30,,Metapneumovirus,8,0,
2018,30,,Otros,0,0,
2018,30,,Parainfluenza,5,0,
2018,30,Influenza B,Positivo influenza  B,1,0,
2018,30,,Rinovirus,1,0,
2018,30,VRS,VRS,48,0,
2018,31,Influenza A,A no subtipificable,0,0,
2018,31,Influenza A,A no subtipificado,2,0,
2018,31,Influenza A,A(H1),0,0,
2018,31,Influenza A,A(H1N1)pdm09,0,0,
2018,31,Influenza A,A(H3),16,0,
2018,31,,Adenovirus,0,0,
2018,31,,Bocavirus,1,0,
2018,31,COVID,Coronavirus,1,0,
2018,31,,Metapneumovirus,4,0,
2018,31,,Otros,0,0,
2018,31,,Parainfluenza,0,0,
2018,31,Influenza B,Positivo influenza  B,2,0,
2018,31,,Rinovirus,2,0,
2018,31,VRS,VRS,42,0,
2018,32,Influenza A,A no subtipificable,0,0,
2018,32,Influenza A,A no subtipificado,1,0,
2018,32,Influenza A,A(H1),0,0,
2018,32,Influenza A,A(H1N1)pdm09,1,0,
2018,32,Influenza A,A(H3),12,0,
2018,32,,Adenovirus,2,0,
2018,32,,Bocavirus,0,0,
2018,32,COVID,Coronavirus,0,0,
2018,32,,Metapneumovirus,9,0,
2018,32,,Otros,0,0,
2018,32,,Parainfluenza,2,0,
2018,32,Influenza B,Positivo influenza  B,0,0,
2018,32,,Rinovirus,1,0,
2018,32,VRS,VRS,36,0,
2018,33,Influenza A,A no subtipificable,0,0,
2018,33,Influenza A,A no subtipificado,1,0,
2018,33,Influenza A,A(H1),0,0,
2018,33,Influenza A,A(H1N1)pdm09,1,0,
2018,33,Influenza A,A(H3),23,0,
2018,33,,Adenovirus,0,0,
2018,33,,Bocavirus,0,0,
2018,33,COVID,Coronavirus,0,0,
2018,33,,Metapneumovirus,12,0,
2018,33,,Otros,0,0,
2018,33,,Parainfluenza,5,0,
2018,33,Influenza B,Positivo influenza  B,2,0,
2018,33,,Rinovirus,2,0,
2018,33,VRS,VRS,27,0,
2018,34,Influenza A,A no subtipificable,0,0,
2018,34,Influenza A,A no subtipificado,1,0,
2018,34,Influenza A,A(H1),0,0,
2018,34,Influenza A,A(H1N1)pdm09,1,0,
2018,34,Influenza A,A(H3),27,0,
2018,34,,Adenovirus,2,0,
2018,34,,Bocavirus,0,0,
2018,34,COVID,Coronavirus,1,0,
2018,34,,Metapneumovirus,15,0,
2018,34,,Otros,0,0,
2018,34,,Parainfluenza,5,0,
2018,34,Influenza B,Positivo influenza  B,0,0,
2018,34,,Rinovirus,1,0,
2018,34,VRS,VRS,22,0,
2018,35,Influenza A,A no subtipificable,0,0,
2018,35,Influenza A,A no subtipificado,0,0,
2018,35,Influenza A,A(H1),0,0,
2018,35,Influenza A,A(H1N1)pdm09,2,0,
2018,35,Influenza A,A(H3),11,0,
2018,35,,Adenovirus,5,0,
2018,35,,Bocavirus,0,0,
2018,35,COVID,Coronavirus,0,0,
2018,35,,Metapneumovirus,15,0,
2018,35,,Otros,0,0,
2018,35,,Parainfluenza,3,0,
2018,35,Influenza B,Positivo influenza  B,1,0,
2018,35,,Rinovirus,6,0,
2018,35,VRS,VRS,19,0,
2018,36,Influenza A,A no subtipificable,0,0,
2018,36,Influenza A,A no subtipificado,0,0,
2018,36,Influenza A,A(H1),0,0,
2018,36,Influenza A,A(H1N1)pdm09,1,0,
2018,36,Influenza A,A(H3),6,0,
2018,36,,Adenovirus,4,0,
2018,36,,Bocavirus,1,0,
2018,36,COVID,Coronavirus,0,0,
2018,36,,Metapneumovirus,14,0,
2018,36,,Otros,0,0,
2018,36,,Parainfluenza,3,0,
2018,36,Influenza B,Positivo influenza  B,2,0,
2018,36,,Rinovirus,2,0,
2018,36,VRS,VRS,9,0,
2018,37,Influenza A,A no subtipificable,0,0,
2018,37,Influenza A,A no subtipificado,0,0,
2018,37,Influenza A,A(H1),0,0,
2018,37,Influenza A,A(H1N1)pdm09,0,0,
2018,37,Influenza A,A(H3),6,0,
2018,37,,Adenovirus,2,0,
2018,37,,Bocavirus,0,0,
2018,37,COVID,Coronavirus,0,0,
2018,37,,Metapneumovirus,15,0,
2018,37,,Otros,0,0,
2018,37,,Parainfluenza,3,0,
2018,37,Influenza B,Positivo influenza  B,4,0,
2018,37,,Rinovirus,2,0,
2018,37,VRS,VRS,11,0,
2018,38,Influenza A,A no subtipificable,0,0,
2018,38,Influenza A,A no subtipificado,0,0,
2018,38,Influenza A,A(H1),0,0,
2018,38,Influenza A,A(H1N1)pdm09,2,0,
2018,38,Influenza A,A(H3),7,0,
2018,38,,Adenovirus,1,0,
2018,38,,Bocavirus,0,0,
2018,38,COVID,Coronavirus,0,0,
2018,38,,Metapneumovirus,16,0,
2018,38,,Otros,0,0,
2018,38,,Parainfluenza,3,0,
2018,38,Influenza B,Positivo influenza  B,2,0,
2018,38,,Rinovirus,1,0,
2018,38,VRS,VRS,8,0,
2018,39,Influenza A,A no subtipificable,0,0,
2018,39,Influenza A,A no subtipificado,0,0,
2018,39,Influenza A,A(H1),0,0,
2018,39,Influenza A,A(H1N1)pdm09,1,0,
2018,39,Influenza A,A(H3),4,0,
2018,39,,Adenovirus,2,0,
2018,39,,Bocavirus,0,0,
2018,39,COVID,Coronavirus,0,0,
2018,39,,Metapneumovirus,5,0,
2018,39,,Otros,0,0,
2018,39,,Parainfluenza,0,0,
2018,39,Influenza B,Positivo influenza  B,2,0,
2018,39,,Rinovirus,0,0,
2018,39,VRS,VRS,6,0,
2018,40,Influenza A,A no subtipificable,0,0,
2018,40,Influenza A,A no subtipificado,0,0,
2018,40,Influenza A,A(H1),0,0,
2018,40,Influenza A,A(H1N1)pdm09,5,0,
2018,40,Influenza A,A(H3),3,0,
2018,40,,Adenovirus,5,0,
2018,40,,Bocavirus,0,0,
2018,40,COVID,Coronavirus,0,0,
2018,40,,Metapneumovirus,7,0,
2018,40,,Otros,0,0,
2018,40,,Parainfluenza,2,0,
2018,40,Influenza B,Positivo influenza  B,3,0,
2018,40,,Rinovirus,1,0,
